GenA	GenB	MI
DCTN6	PPP2R2A	0.280253
TYROBP	CSF1R	0.280246
H2BC5	H2AC11	0.280225
LAMTOR3	ENOPH1	0.28022
DROSHA	ICE1	0.280209
REXO1	PIAS4	0.280208
CYTH4	SELPLG	0.280202
YJU2	SAFB	0.280192
KIAA1143	USP19	0.28018
MAP4K1	MYO1G	0.28017
MYO1G	GNG2	0.280138
DCAF1	RAD54L2	0.280129
GORASP1	ARIH2	0.280114
LY86	C1orf54	0.280063
ZEB1	CD34	0.280048
ZNF225	ZNF224	0.280038
SIGLEC9	CSF1R	0.280031
ENY2	RAD21	0.280017
ADD1	FAM193A	0.279982
MYO1F	CSF1R	0.27998
ZNF671	AKNA	0.279979
BCL7C	SDHAF2	0.27997
NOVA2	TEK	0.279941
ZNF571	ZNF529	0.279905
ATP6AP1	FAM50A	0.279861
DOCK8	LCK	0.279845
CHMP1A	IST1	0.279842
SASH3	FMNL1	0.279826
BUB3	MCMBP	0.279795
BTK	RNASE6	0.279789
MYO1F	ARHGAP45	0.279785
RNF167	SLC25A11	0.27975
NUFIP1	NUDT15	0.279742
ACAP2	OPA1	0.279731
SNRNP40	SF3A3	0.279726
PCMT1	KATNA1	0.279701
HAVCR2	AIF1	0.279676
TBXAS1	CD33	0.279673
ADAMTS2	LRRC32	0.279601
ANXA8L1	ANXA8	0.279566
THOC2	AIFM1	0.27955
CGGBP1	C3orf38	0.279535
SGTA	THOP1	0.279515
CRBN	FGD5-AS1	0.279495
RNGTT	RARS2	0.27948
DLL4	ESAM	0.279451
POLR2E	C19orf25	0.27945
COX10	C1QBP	0.279396
CD37	MYO1G	0.279382
LY86	FPR3	0.279367
SIGLEC9	LAPTM5	0.279363
ARHGAP9	ARHGAP25	0.279362
BABAM1	UBA52	0.279356
MCPH1	CCAR2	0.279336
NCBP3	SCO1	0.279309
SELPLG	GIMAP6	0.279308
GPKOW	WDR13	0.279275
PIK3CG	GIMAP8	0.279242
MS4A6A	C1orf54	0.279185
CORO1A	FMNL1	0.279169
MLH1	SPCS1	0.279104
DYNC1I2	GORASP2	0.279078
SLMAP	GNL3	0.279047
MLST8	TBL3	0.27903
DHX30	RBM15B	0.279012
UBA3	THOC7	0.279006
SPI1	NLRC4	0.279006
NAA50	TRMT10C	0.278974
CD4	C1orf54	0.278968
GYPC	ZEB2	0.278952
RAE1	MTG2	0.278949
ERGIC3	NFS1	0.278941
TOLLIP	PKP3	0.278886
VAPA	PPP4R1	0.278884
RBSN	BRPF1	0.278883
MAP3K7	MMS22L	0.278878
PCDH12	TM4SF18	0.278875
MROH1	ZFTRAF1	0.278859
ELOB	MICOS10	0.27885
PDGFRB	ACVRL1	0.278826
FBXO45	WDR53	0.278809
TASL	GIMAP8	0.278807
MRPS30	BRIX1	0.278805
STK25	THAP4	0.278793
ATRIP	ARIH2	0.278787
COX10	CLUH	0.278783
CDC34	POLRMT	0.278775
NMRAL1	NSMCE1	0.278772
CHMP7	POLR3D	0.27876
ZNF330	OTUD4	0.278737
MEF2C	CD93	0.278654
TBXAS1	PIK3R5	0.278639
TRAF3IP3	GIMAP6	0.278634
CDKN3	DLGAP5	0.278629
BTK	PTPN7	0.278626
ZNF420	ZNF461	0.278621
RHOA	SPCS1	0.278621
TIGD5	ZNF623	0.27858
RBSN	ZNF619	0.278573
EMC3	LSM3	0.278552
MYO1F	FMNL1	0.278547
NOVA2	LDB2	0.278546
XRCC5	ARPC2	0.27854
PPP1R7	DTYMK	0.278523
DOCK2	FMNL1	0.278491
MRPL18	KATNA1	0.278474
SCRIB	ZNF696	0.27843
DRG2	TOP3A	0.278418
ZNF671	NLRC3	0.278398
TIMM10B	SPTY2D1	0.278387
THAP12	UVRAG	0.278379
ACTR8	RBM15B	0.278332
GPALPP1	COG3	0.27833
USP19	NME6	0.278308
ARPC4	BRK1	0.278292
S1PR1	PECAM1	0.278291
IKZF3	IKZF1	0.278288
GIMAP6	GPSM3	0.278286
LAT2	SASH3	0.278279
DYNC1I2	CWC22	0.278267
KCNAB2	FAM78A	0.278221
PIK3R5	GIMAP1	0.278186
MYCT1	RAMP3	0.278166
NHLRC2	DCLRE1A	0.278142
MFNG	FERMT3	0.278129
USP19	ZNF445	0.278123
ABI3	HAVCR2	0.278122
FXR2	PSMB6	0.27808
TASOR	SETD2	0.278077
HAVCR2	LY96	0.278067
WDR6	QRICH1	0.278047
WAPL	CHUK	0.278033
SUB1	BRIX1	0.278018
TMEM44	TMEM44-AS2	0.27801
TRAF3IP3	GIMAP1	0.278002
ACTR8	UBA3	0.277977
RRP9	BRPF1	0.277975
DDX39B	LY6G5B	0.277975
NCBP3	WRAP53	0.277962
BCL7C	PSMA1	0.277959
GSPT1	RSL1D1	0.277946
KIAA1143	RBM15B	0.277918
CD86	C1orf54	0.277913
SGIP1	LRRC32	0.277883
RBSN	USP19	0.277882
ADD1	NELFA	0.277867
MRE11	ANKRD49	0.27785
CD4	CORO1A	0.277846
DPH1	PRPF8	0.277834
GIMAP6	RHOH	0.27782
RASAL3	GPR65	0.277805
RECQL	ZNF384	0.277781
RASGRP2	GYPC	0.277779
BCL7C	UBA52	0.277768
MEF2C	JAM2	0.277723
IFFO1	PIK3R5	0.277695
CNRIP1	S1PR1	0.277644
TESPA1	TAGAP	0.277566
ITGA4	SPN	0.277565
BIN2	NCKAP1L	0.277543
PSMD14	ORC4	0.27754
TBC1D7	CCDC57	0.277501
FANCD2	KIF15	0.277501
WAS	RASSF4	0.277488
DESI2	AHCTF1	0.277464
RAB33A	TESPA1	0.277431
PRPF8	GEMIN4	0.277428
PIK3R5	PTPN7	0.277426
LY86	RNASE6	0.277424
USP4	APEH	0.277378
ARHGAP9	TRPV2	0.277282
LY86	PIK3R5	0.277261
SEM1	ATP5MF	0.277257
MRPL17	RIC8A	0.277248
LRRC32	EMCN	0.277196
TUBGCP3	CUL4A	0.27719
ZNF107	ZNF273	0.277181
TOP2A	KIF18B	0.277165
MAP4K1	CD226	0.277131
NCBP3	CAMTA2	0.277119
CNOT9	ARPC2	0.27711
NAA50	CIP2A	0.277058
ZNF671	MFNG	0.277042
TBXAS1	CSF1R	0.277029
PLVAP	PECAM1	0.276995
CD4	DOK2	0.276989
PQBP1	NDUFB11	0.276986
SEC24C	ZSWIM8	0.276974
PUS3	EI24	0.276969
OLFML2B	GASK1B	0.276965
EI24	VPS26B	0.276959
SEC24B	DNAJB14	0.276936
WAS	IKZF3	0.276921
RASSF4	MS4A6A	0.276919
ZNF28	ZNF611	0.276917
ARHGAP30	SPN	0.27689
SLBP	MRFAP1	0.276886
BCL7C	ETFB	0.276854
RANBP3	GTF2F1	0.276852
SENP2	MFN1	0.276838
NUP107	CCT2	0.276834
LY86	GAB3	0.276809
CD300C	C3AR1	0.276782
ENY2	MRPL13	0.276777
RPA1	PSMB6	0.27675
MARCHF6	NIPBL	0.276739
OTUD5	UXT	0.276735
FIG4	CDK19	0.276729
STT3A	HYOU1	0.276653
ALKBH5	TOP3A	0.276632
APBA3	ABHD17A	0.276602
WAS	GNGT2	0.276593
CPSF1	MROH1	0.276592
GALNT14	NSMCE1	0.276588
ZFP14	ZNF260	0.276568
ZEB1	ABCA6	0.276563
CASP3	IRF2	0.276549
ZNF420	ZNF345	0.276543
STAU1	RNF114	0.27652
BOD1L1	ZCCHC4	0.276515
TRIO	ICE1	0.276509
DNAJB11	NCBP2	0.276481
AKNA	MYO1G	0.276479
CSTF1	DDX27	0.276463
PUF60	HSF1	0.276462
STK16	MTERF4	0.276461
CLEC2D	SASH3	0.276443
CASZ1	ARRB1	0.276412
PARVG	ARHGAP25	0.276405
RANBP3	THOP1	0.276401
FXR2	SENP3	0.276398
CSNK2A1	NOP56	0.276388
PCDH12	CD93	0.276327
RPS15	LSM7	0.276321
TESPA1	PIK3R5	0.276315
RPL32P18	RPS18P5	0.276307
TNFAIP8L2	GIMAP1	0.276305
TASL	TRPV2	0.276297
FZR1	DOHH	0.276292
FAM193A	HAUS3	0.276278
TNFRSF1B	RHOH	0.276276
DDX18	IMP4	0.276229
ADGRF5	GIPC3	0.276181
MFNG	TRPV2	0.276165
RAD18	SGO1	0.276106
NCBP3	PRPF8	0.276092
TNFRSF1B	SELPLG	0.276077
TRAF3IP3	SELPLG	0.276073
TNFRSF1B	MYO1F	0.276063
EIF2B5	NCBP2AS2	0.276036
MFNG	ARHGEF6	0.27603
C1QBP	TSR1	0.276007
TLR4	MNDA	0.276006
SENP2	PAK2	0.276006
MAIP1	NIF3L1	0.275974
NUP54	SDAD1	0.275971
CLEC2D	GAB3	0.275971
IFFO1	FAM78A	0.275965
NUP98	IPO7	0.275964
MRPL18	DYNLT1	0.275959
DERL1	POLR2K	0.275955
TYROBP	MYO1F	0.27589
NCOA6	NFS1	0.27588
KIF15	SMARCC1	0.275875
WAS	MS4A6A	0.275874
ACTR8	GNL3	0.275855
DLL4	PLVAP	0.275831
DIDO1	SS18L1	0.275824
CLEC2D	CASP4LP	0.27579
MED10	ICE1	0.275786
TAF2	ENY2	0.275779
VAMP7	DKC1	0.275768
APEH	QRICH1	0.275759
ADGRF5	VWF	0.275708
RNF167	TIMM22	0.275689
LCP2	CCR1	0.275688
ANAPC4	SEPSECS	0.275688
MTRF1	N4BP2L2	0.275687
RAB5A	FGD5-AS1	0.275668
RAB5A	PDCD6IP	0.275635
PSMG2	PTPN2	0.275635
CAPN7	FGD5-AS1	0.275615
FARS2	ALG1L1P	0.275613
MYO1G	PIK3R5	0.275598
PTPN23	SETD2	0.275594
STK11IP	ANKZF1	0.275591
TTI1	NFS1	0.275542
KCNAB2	CYTH4	0.275535
CORO1A	GNGT2	0.27553
GLOD4	GEMIN4	0.275524
C5orf22	PAIP1	0.275522
MKRN2	FGD5-AS1	0.275503
ELOB	SDHAF2	0.275477
MYCT1	PECAM1	0.275472
PIGG	HAUS3	0.275467
ACTL6A	DVL3	0.275452
ZNF468	ZNF611	0.275446
SHQ1	PPP4R2	0.27542
GON4L	ZNF687	0.275419
LPXN	GNG2	0.275393
ADGRF5	CLEC14A	0.275386
KIAA1143	WDR82	0.275379
RAD23B	MRPL50	0.275374
RAB5A	PSMD6	0.275368
MAP4K1	CASP4LP	0.275364
TOMM22	PHF5A	0.27534
MON1B	AP1G1	0.275338
CYTH4	ST8SIA4	0.275321
ZEB1	HIC1	0.275293
EIF3I	MRPS15	0.27526
PLCB2	GPR65	0.275258
BCL7C	TBC1D7	0.275238
BOD1L1	HAUS3	0.275216
ZNF142	ANKZF1	0.275209
XRCC5	ATIC	0.275201
DCAF15	CC2D1A	0.275191
SPI1	MARCHF1	0.275184
FPR3	LILRB3	0.275179
NLRC4	CD33	0.275161
EXOSC9	MAD2L1	0.275152
LATS1	SCAF8	0.275137
VHL	CNOT10	0.275133
GIMAP6	ARHGAP25	0.275128
SHARPIN	C8orf33	0.275123
BTK	ITGA4	0.275115
ARHGEF6	ARHGAP25	0.275108
MRFAP1	BLOC1S4	0.275087
HLA-DPB1	HLA-DPA1	0.275071
EED	TMEM126A	0.275048
PDS5A	HAUS3	0.274984
TESPA1	MYO1G	0.274973
PIK3CG	DOK2	0.274965
TRAPPC11	ING2	0.274956
PCNX2	CCDC57	0.274891
STAG2	FMR1	0.27489
SMARCA5	ABCE1	0.274882
PDGFRB	ZCCHC24	0.274844
TMEM184C	USP38	0.274837
WAS	GYPC	0.274818
BTK	ARHGAP9	0.274816
DISP1	MICOS10	0.274798
NME6	ARIH2	0.274792
ACAP1	IL18RAP	0.274783
BCL7C	ARRB1	0.274716
MS4A6A	LAPTM5	0.274698
CRBN	CNOT10	0.274686
ZNF414	RAB11B	0.274678
NSFL1C	SNRPB	0.274665
CHEK1	RPUSD4	0.274661
CPNE1	NFS1	0.27466
CDC16	CUL4A	0.274634
CLASP2	SETD2	0.27463
TADA2B	HAUS3	0.2746
SPCS3	FBXO8	0.274593
FHIP2B	REEP4	0.274561
NEPRO	USF3	0.274553
LSM6	TMA16	0.274543
GRPEL1	SLBP	0.274525
RYBP	PPP4R2	0.274511
BIN2	DOCK2	0.274474
MYO1F	IKZF3	0.274457
SLC12A4	LCAT	0.274449
BOD1L1	MRFAP1L1	0.274438
ZNF623	ZNF252P	0.27441
CCNC	SNX3	0.274404
ZNF45	ZNF225	0.274403
NUP43	SCAF8	0.274401
MTMR14	TADA3	0.2744
TENT4A	MRPL36	0.274395
ESF1	TASP1	0.274395
GIMAP6	TMEM273	0.274371
TBXAS1	FPR3	0.27437
SPI1	DOCK2	0.274351
ATG5	CCNC	0.274336
GPR4	GJA4	0.274327
ZNF529	ZNF383	0.274311
RAB5A	SETD2	0.274277
ARFGEF2	SPATA2	0.274252
GORASP1	CLASP2	0.274244
NUP153	DEK	0.274232
TAF2	ATP6V1C1	0.274219
ZNF212	ZNF282	0.274202
BRPF1	WDR82	0.274181
POLA2	MMAB	0.274171
ZNF808	ZNF28	0.274154
RTN4IP1	QRSL1	0.274135
SMARCAL1	CTDSP1	0.274127
LY86	LRRC25	0.274123
LMF1	CASZ1	0.274091
TYROBP	FCGR2A	0.274069
USP28	ZW10	0.274063
EFR3A	FAM91A1	0.274063
A2M	ARHGEF15	0.274051
ZNF84	ZNF10	0.274023
TIMM17B	APEX2	0.273994
SNX20	GIMAP8	0.273975
ZEB2	GIMAP1	0.273958
SETD2	QRICH1	0.273948
PRKAR2A	TUSC2	0.273941
FYTTD1	SENP2	0.273938
WBP4	LRCH1	0.273935
C1orf162	DOK2	0.273923
SPI1	TASL	0.273916
ZNF302	ZNF181	0.273908
CD37	RAB33A	0.273864
NCBP3	TIMM22	0.273828
COG6	NHLRC3	0.273823
LPXN	MYO1F	0.27382
UBXN7	PSMD2	0.273802
PDRG1	ASXL1	0.27374
DERL2	NCBP3	0.273739
TBXAS1	MS4A7	0.273735
UBP1	PDCD6IP	0.273714
STK25	DUSP28	0.27369
NCBP3	DPH1	0.27369
ARHGAP9	DOK2	0.273688
RRP9	RAD54L2	0.27368
SMUG1	SDHAF2	0.273666
PSMA1	CCDC57	0.273643
SENP5	VPS8	0.273629
PHRF1	SLC25A22	0.273628
ARRB1	CCDC57	0.273627
SEC62	MYNN	0.273618
ELP6	QRICH1	0.273608
PDE12	DCP1A	0.27358
CCDC57	C10orf95-AS1	0.273542
FAM78A	ARHGAP30	0.273521
UBE2D3	GAR1	0.273491
NEK4	RNF123	0.273491
CMPK2	DDX60	0.273479
FAM78A	PARVG	0.273466
TESPA1	LCK	0.273465
PTPN7	FMNL1	0.273461
TAF4	SS18L1	0.273445
UQCRB	COX6C	0.273416
APBB1IP	ARHGEF6	0.273416
SNW1	ISCA2	0.273409
AP3D1	REXO1	0.273404
MAP4K1	FAM78A	0.273399
WBP4	GPALPP1	0.273398
ATP5F1D	C19orf25	0.273389
NAA15	TMA16	0.273381
ARHGAP9	GNGT2	0.27338
CYTH4	ABI3	0.273362
NSMCE1	QTRT1	0.273297
RHOA	QRICH1	0.273277
ACTR5	RALGAPB	0.273259
POLRMT	STK11	0.273232
OSCAR	LRRC25	0.273208
ZNF441	ZNF442	0.273142
DCTN6	CCDC25	0.273138
TASOR	SACM1L	0.273134
CLEC2D	PTPN7	0.273116
IP6K1	IFRD2	0.273095
PIK3CG	PLCB2	0.273092
WDR82	PDHB	0.273086
DROSHA	CCT5	0.273074
RBM7	BUD13	0.273073
PLVAP	COL4A1	0.27307
SNRPN	SDHAF2	0.273052
RASAL3	GYPC	0.273021
SASH3	CASP4LP	0.273018
IFFO1	RASAL3	0.272993
ARHGEF6	CASP4LP	0.272968
KIAA1143	NME6	0.272966
TYROBP	C1orf54	0.272943
VAMP7	SLC10A3	0.272939
POLR1C	MRPL14	0.272926
NCKAP1L	SLC39A13-AS1	0.272912
NSMCE1	ATOX1	0.272909
SEC61B	NDUFA8	0.27288
CSTF1	TTI1	0.27283
FMR1	PHF6	0.272828
BIN2	PTPN7	0.27281
PPID	TMA16	0.272767
CD93	COL4A1	0.272741
WDR48	SETD2	0.272735
C11orf58	RPS13	0.272729
LAPTM5	MNDA	0.272727
PIK3CA	DVL3	0.272714
ARMCX3	ARMCX6	0.272693
SEPTIN1	TSPOAP1-AS1	0.272682
UFM1	NHLRC3	0.272673
CDK5RAP1	NFS1	0.27265
ARCN1	DPAGT1	0.272634
DOK2	GPSM3	0.272606
BRCA2	SKA3	0.272605
APBB1IP	TAGAP	0.272582
TRAF3IP3	ARHGEF6	0.272572
PIK3CG	AKNA	0.272571
ZC3H15	DYNC1I2	0.272546
RAB14	RBM18	0.272524
RASGRP2	SEPTIN1	0.272515
CYTH4	MYO1G	0.272511
CD37	PLCB2	0.272506
ZNF503	ZNF503-AS2	0.2725
TNFRSF1B	CORO1A	0.272499
LYRM2	SMUG1	0.272486
OLFML2B	ZEB2	0.272468
LAPTM5	CCR1	0.272463
CWF19L2	CUL5	0.272447
PLVAP	NOTCH4	0.272439
CCNC	RARS2	0.272438
GAB3	TNFAIP8L2	0.272422
MROH1	HSF1	0.272394
VPS8	SENP2	0.272387
TASL	ZEB2	0.272361
GPR65	GIMAP8	0.272336
CSTF1	ZSWIM1	0.272331
SGIP1	ZEB1	0.272316
PRPF8	NEURL4	0.272306
NSUN2	NUP155	0.272301
WAS	ELMO1	0.272284
WDR48	CNOT10	0.27226
GORASP1	CCDC174	0.27225
CD34	EXOC3L2	0.272243
CD14	ADAP2	0.272238
DOCK10	RHOH	0.272222
CRBN	UBP1	0.272214
GAB3	TAGAP	0.272192
RRP9	SETD2	0.272179
RIGI	IFIH1	0.272168
MRPS34	DNAJA3	0.272156
GORASP1	SETD5	0.272156
FAM193A	LETM1	0.27215
ITCH	RALGAPB	0.272146
JAM2	GASK1B	0.272125
AIF1	GPSM3	0.272109
TUSC2	DCAF1	0.272093
UBA3	TASOR	0.272071
MARCHF1	FCER1G	0.272037
PAF1	SUPT5H	0.272033
GAR1	NAA15	0.271976
SLC25A11	FXR2	0.271961
FAM72B	FAM72A	0.271953
WRAP53	CNTROB	0.271946
GNG2	CASP4LP	0.271935
SHARPIN	MROH1	0.271918
DNAJC13	TOPBP1	0.271898
MTRR	CCT5	0.271867
SETD2	CNOT10	0.271864
ITGA4	ZEB2	0.271847
PLCB2	SNX20	0.271821
UBE4A	CEP295	0.27182
EVC	EVC2	0.271806
AKAP11	ZC3H13	0.27179
TAGAP	LCK	0.271779
PI4KB	C1orf43	0.271772
SPCS1	QRICH1	0.271767
SNRPC	WDR46	0.271744
CLEC2D	IKZF1	0.271721
RBM26	OBI1	0.271714
GNL3	ARIH2	0.271707
IFFO1	RASGRP2	0.271688
NFX1	UBE2R2	0.271658
NUP155	ZNF131	0.271656
RAB33A	FERMT3	0.271646
GAB3	CSF1R	0.271645
PABIR2	ZNF75D	0.271636
GORASP1	NEK4	0.271634
DOK3	CCR1	0.271632
C1orf54	GPR65	0.271613
CAMTA2	ANKFY1	0.271564
KLHL24	UBXN7	0.271555
PSMB6	GLOD4	0.271553
MTRF1	PROSER1	0.271531
GRPEL1	LETM1	0.271531
TENT4A	MARCHF6	0.271529
NSUN2	DROSHA	0.271525
CD33	LAPTM5	0.271507
HMGB1P5	HMGB1P6	0.271482
CD4	ZEB2	0.271473
ARHGAP25	TAGAP	0.271456
IFT56	IFT22	0.271452
USP33	MIER1	0.271442
RPRD1B	VAPB	0.271441
ARHGEF15	EXOC3L2	0.271421
SDHAF2	CCDC57	0.271411
TTI1	STAU1	0.271409
TIE1	LRRC32	0.271379
APPL1	WDR82	0.271373
TMEM115	DHX30	0.271342
MYCT1	ESAM	0.271327
TENT4A	OTULIN	0.271304
FARS2	QTRT1	0.271297
MLH1	ARIH2	0.271296
MAP4K1	FERMT3	0.27128
SCAMP3	ASH1L	0.271271
GYPC	PIK3R5	0.271207
ZNF746	ZNF398	0.271193
TRAF3IP3	PIK3R5	0.271193
MARCHF1	TRPV2	0.271185
ACTR8	WDR82	0.271161
TBC1D23	PCNP	0.271124
TRAF3IP3	CASP4LP	0.27112
NUFIP1	COG6	0.271108
YWHAZP5	TCEA1P2	0.271105
C1orf162	FPR3	0.271089
CCDC174	METTL6	0.271061
TBXAS1	SLC8A1	0.271053
JAK3	PTPN7	0.271047
PDGFRB	A2M	0.271011
C1orf162	TNFAIP8L2	0.270983
CD86	GAB3	0.270969
CD4	C1orf162	0.270955
DDX31	EXOSC2	0.270954
KARS1	NUTF2	0.270949
ADD1	MRFAP1	0.270934
EMD	UBL4A	0.270929
TUSC2	ARIH2	0.270927
SMC3	MCMBP	0.270886
BTK	ARHGEF6	0.270885
EDF1	NDUFA8	0.270868
JAM2	HIC1	0.270855
EMC2	EBAG9	0.270847
ELOB	DISP1	0.270844
STAU1	NCOA6	0.270843
ZSCAN26	ZKSCAN8	0.270834
RAF1	UBP1	0.27081
ITGAE	NLRC3	0.27077
PIK3R5	GIMAP8	0.27076
SCRIB	HSF1	0.270748
GIMAP6	GAB3	0.270728
GYPC	ARHGAP25	0.270718
CDS2	PTPRA	0.270717
SDHA	NDUFS6	0.270711
JAK3	DOCK2	0.270708
MRFAP1L1	NELFA	0.270648
CRTC2	YY1AP1	0.270646
ABCB1	GIMAP6	0.270631
QTRT2	RIOX2	0.270614
RAF1	XPC	0.270586
ZZEF1	PRPF8	0.270585
NDUFB3	NIF3L1	0.270569
EXOSC2	SURF6	0.270563
C8orf33	HGH1	0.270558
REXO1	MIER2	0.270532
ASB16	ASB16-AS1	0.270526
FAM120B	TBP	0.270525
ZW10	NKAPD1	0.2705
BTK	CCR1	0.270437
JAK3	SELPLG	0.270418
BCL7C	PITPNC1	0.270414
GGT5	ZEB1	0.270408
COPB1	ARFIP2	0.270406
CD226	ARHGAP30	0.27039
PIK3CG	RASSF4	0.270364
ATP6AP1	VAMP7	0.270364
TMEM267	PAIP1	0.27036
DHX30	IFRD2	0.270339
FZR1	PIP5K1C	0.270331
MTCH2	API5	0.270312
AKNA	MYO1F	0.270296
CSTF1	YTHDF1	0.27025
VHL	TADA3	0.270248
ATG3	QTRT2	0.270211
TRAF3IP3	ARHGAP30	0.2702
CLASP2	SACM1L	0.270185
DOHH	SLC39A3	0.270174
CLEC2D	CORO1A	0.270166
ACVRL1	ADGRL4	0.270158
TPD52L2	MTG2	0.270157
BTK	LAT2	0.270157
RNF123	WDR6	0.27015
SMUG1	MICOS10	0.270124
PITPNC1	CCDC57	0.2701
NCBP2	FYTTD1	0.270079
CNOT9	TRIP12	0.270075
TASL	GAB3	0.270066
COPG1	COPB2	0.270061
IL18RAP	SEPTIN1	0.270058
PSMD4	VPS72	0.270052
GNL3	PBRM1	0.270032
LCP2	GNGT2	0.270026
RHOH	TRPV2	0.270021
USP4	USP19	0.270008
PIAS4	HDGFL2	0.269976
ACAA1	SACM1L	0.269946
ZDHHC6	ABRAXAS2	0.26986
NUP88	FXR2	0.269852
ELOB	PPCDC	0.269836
NISCH	WDR6	0.269826
ANAPC4	DHX15	0.269823
TRAF3IP3	FAM78A	0.269811
NUP88	SCO1	0.269809
PCM1	CCAR2	0.269805
SCAMP3	SLC25A44	0.269774
ZNF41	ZNF81	0.269771
CAPN10	ATG4B	0.269767
USP34	FBXO11	0.269754
HAVCR2	MARCHF1	0.269735
ARCN1	EI24	0.269734
MED23	PNISR	0.269733
TASL	SPN	0.269706
DHX38	ATXN1L	0.269691
PDCD2	FAM120B	0.269653
RPF1	C1orf52	0.269652
PLXNC1	CSF1R	0.269641
ACTR5	DDX27	0.269634
NDUFC1	LSM6	0.269537
MED10	ZNF622	0.269518
TAF2	RAD21	0.269509
ZNF563	ZNF433	0.269495
FERMT3	HNRNPA1P21	0.269483
BTK	MARCHF1	0.269477
GORASP1	USP19	0.269463
RASGRP2	MFNG	0.269457
XRCC5	CTDSP1	0.269413
NISCH	USP19	0.269371
KCNAB2	SASH3	0.269371
SENP5	UBXN7	0.269368
SELPLG	ARHGAP45	0.269353
TRUB2	URM1	0.269348
GPKOW	NDUFB11	0.269323
SUPT20H	ELF1	0.269308
MRPL18	MMS22L	0.269306
VTA1	PPIL4	0.269248
PROSER1	NAA16	0.269223
PRKAR2A	PDE12	0.269199
PBRM1	QRICH1	0.269186
COPZ1	SMUG1	0.269175
RASAL3	ZC3H12D	0.269174
MED23	SCAF8	0.26917
ARHGEF6	RAB33A	0.269155
PIGCP1	LINC00294	0.269146
GNAI3	ATP5PB	0.269142
SEC23IP	ABRAXAS2	0.269141
PCYT1A	NCBP2AS2	0.269138
GPR65	ARHGAP25	0.269136
KDR	EXOC3L2	0.269133
TADA2B	PIGG	0.269115
ADNP	RALGAPB	0.26911
CSNK2A1	SNRPB	0.269091
GID8	LSM14B	0.269059
WDR13	CCDC22	0.269058
APBB1IP	ARHGAP30	0.269039
GASK1B	LDB2	0.269038
GOLPH3	RAD1	0.269026
C1orf162	SLC8A1	0.269024
ADAP2	FPR3	0.269015
SCO1	PFAS	0.26901
TBXAS1	SIGLEC9	0.268993
CYTH4	PLCB2	0.268942
GINM1	PPIL4	0.268923
CSTF1	MTG2	0.268908
TYROBP	OSCAR	0.268903
WASHC5	MRPL13	0.268897
MEF2C	CD34	0.268882
NOVA2	GIPC3	0.268863
KCTD9	VPS37A	0.268859
SSNA1	ANAPC2	0.268853
PBRM1	USP19	0.268852
PCDH12	KDR	0.268849
PCDH17	RAMP3	0.268847
NSD2	SLBP	0.268835
ZNF671	TAGAP	0.268826
LAPTM5	IKZF1	0.268812
BTK	TLR4	0.268797
PAIP1	RIMOC1	0.268793
CTC1	NEURL4	0.268734
CDC73	LIN9	0.268731
LMF1	CCDC57	0.268718
RHOH	GPSM3	0.268705
ENG	DIPK2B	0.26869
PHF23	NCBP3	0.268682
CRK	GLOD4	0.268674
KPNA3	MED4	0.268662
DHX15	PDS5A	0.26866
DBR1	DHX36	0.26866
MKRN2	USP19	0.268626
HASPIN	ANKFY1	0.268623
SDHAF2	NSMCE1	0.268577
KPNA1	MIX23	0.268567
MS4A6A	SNX20	0.268559
IFFO1	C1orf54	0.268541
CTNNBL1	FARS2	0.268538
IL16	FMNL1	0.268522
FAAP20	CCDC57	0.268521
SPATA2	ZSWIM1	0.268509
VWF	CD34	0.268472
RPA3	C7orf50	0.268455
LCP2	C3AR1	0.268444
TRAF3IP3	TAGAP	0.268434
RASAL3	RASSF4	0.268423
COPE	UBA52	0.268422
TNKS2	SMNDC1	0.268421
UBP1	STT3B	0.268382
FMR1	VAMP7	0.268379
TBP	KATNA1	0.268374
TEK	ESAM	0.268362
NKTR	SETD5	0.268342
BTK	RHOH	0.268293
AKNA	DOCK10	0.268279
SMG6	PRPF8	0.26827
RAD54L2	RBM15B	0.268254
BTK	NLRC4	0.268197
ZNHIT1	FIS1	0.268172
SLC30A9	UBE2K	0.26816
PRKAR2A	SACM1L	0.268138
TAMALIN	GPR183	0.268105
RNF4	NSD2	0.2681
ZEB2	SLC8A1	0.268083
DNPEP	CNOT9	0.268083
APPL1	SETD2	0.268077
PRKCI	PHC3	0.268052
NUP155	RICTOR	0.268041
PLXNC1	SLC8A1	0.268035
STAU1	LSM14B	0.268019
QRSL1	RARS2	0.267976
DOK2	LRRC25	0.267953
LSM3	CNOT10	0.267936
HAVCR2	LILRB3	0.267927
RIOK2	AP3B1	0.267925
ZNF142	CNPPD1	0.267919
PDS5B	PAN3	0.267912
TEK	ACVRL1	0.267904
NEK4	APPL1	0.267895
ATG5	RARS2	0.267893
ZCCHC4	PIGG	0.267856
RAE1	PSMA7	0.267852
SLC30A9	BOD1L1	0.267825
MYO1F	FPR3	0.267825
ACTR8	PSMD6	0.267824
ARL17A	LRRC37A2	0.267823
KPNA3	SUCLA2	0.267813
CD226	GAB3	0.267781
XIAP	CUL4B	0.267746
WAC	YME1L1	0.267717
ING2	CDKN2AIP	0.267686
PDAP1	CPSF4	0.26768
RASSF4	FAM78A	0.267667
WDR18	STK11	0.267642
